time,open,high,low,close,Volume
2023/8/8,142.49,143.49,142.4,143.36,329968
2023/8/9,143.36,143.75,143,143.72,268146
2023/8/10,143.72,144.81,143.26,144.72,337568
2023/8/11,144.72,145,144.39,144.93,256992
2023/8/14,144.91,145.58,144.65,145.55,274340
2023/8/15,145.55,145.87,145.1,145.57,306589
2023/8/16,145.57,146.41,145.3,146.34,283183
2023/8/17,146.34,146.56,145.62,145.83,308454
2023/8/18,145.83,145.87,144.93,145.36,278585
2023/8/21,145.2,146.4,145.14,146.21,248310
2023/8/22,146.21,146.4,145.49,145.88,256405
2023/8/23,145.88,145.89,144.54,144.83,304001
2023/8/24,144.83,145.96,144.6,145.82,269982
2023/8/25,145.82,146.63,145.72,146.38,297524
2023/8/28,146.39,146.75,146.27,146.53,207431
2023/8/29,146.53,147.38,145.67,145.86,306376
2023/8/30,145.86,146.53,145.56,146.22,325552
2023/8/31,146.22,146.23,145.35,145.53,315791
2023/9/1,145.53,146.29,144.44,146.25,336513
2023/9/4,146.05,146.5,146.02,146.47,139401
2023/9/5,146.47,147.8,146.37,147.72,278937
2023/9/6,147.72,147.82,147.01,147.65,294223
2023/9/7,147.65,147.87,147.04,147.29,257679
2023/9/8,147.29,147.87,146.58,147.78,278495
2023/9/11,146.97,147.27,145.9,146.58,381622
2023/9/12,146.58,147.23,146.43,147.08,263170
2023/9/13,147.08,147.75,147.02,147.45,322538
2023/9/14,147.45,147.56,147.02,147.46,321579
2023/9/15,147.46,147.95,147.33,147.83,282202
2023/9/18,147.71,147.88,147.56,147.6,189012
2023/9/19,147.6,147.92,147.5,147.85,221255
2023/9/20,147.85,148.36,147.47,148.34,312974
2023/9/21,148.34,148.46,147.32,147.57,309854
2023/9/22,147.57,148.42,147.5,148.36,309231
2023/9/25,148.25,148.96,148.22,148.88,232920
2023/9/26,148.88,149.19,148.7,149.05,273072
2023/9/27,149.05,149.71,148.86,149.63,272175
2023/9/28,149.63,149.63,149.14,149.3,316978
2023/9/29,149.3,149.51,148.52,149.32,331179
2023/10/2,149.59,149.87,149.38,149.85,258779
2023/10/3,149.85,150.16,147.27,148.99,367526
2023/10/4,148.99,149.32,148.73,149.12,328152
2023/10/5,149.12,149.12,148.26,148.51,325442
2023/10/6,148.51,149.53,148.36,149.23,344054
2023/10/9,149,149.24,148.43,148.5,230454
2023/10/10,148.5,149.1,148.16,148.71,313676
